Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Location,District,Agency_Name
T501925005,فیلا,6,6,300,980000,جنوب,بدر,مؤسسة غزالة للخدمات العقارية
G622333075,دور,6,5,500,1249000,شرق,الخليج,شركة سياد للاستثمار
L472435811,دور,5,4,523,1650000,شرق,الريان,شركة سياد للاستثمار
G066192381,دور,4,3,3098,1350000,وسط,الربوة,مساكن ركاز للعقارات
B566435343,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
S442527647,فیلا,5,5,500,3500000,شرق,الملز,مؤسسة سعود علي عبدالعزيز السقامي للعقارات
T586702253,عمارة,11,11,1200,5500000,غرب,الجرادية,شركة الوديان العربيه للتطوير العقاري
T771872957,شقة,3,3,893,590000,غرب,ظهرة لبن,شركة صروح السعودية للتطوير والاستثمار العقاري
L680464272,دور,4,6,540,1450000,شرق,المونسية,مؤسسة وسام المساكن العقارية
J275107714,فیلا,3,4,312,1000000,غرب,العريجاء,شركة أختصاصي الأول للعقارات
W237753130,دور,8,2,103,280000,وسط,المرقب,مكتب خالد تركي العصيمي للعقارات
D089444658,دور,4,4,3098,1450000,وسط,الربوة,مساكن ركاز للعقارات
E273062078,شقة,4,3,3098,1100000,وسط,الربوة,مساكن ركاز للعقارات
A724019977,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
A689471085,شقة,3,3,131,430000,جنوب,بدر,شركة نجمة التميز للعقارات
L866650018,شقة,3,3,131,420000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
D266817233,شقة,3,3,125,880000,شمال,العارض,مكتب بدر حمد الموسى للعقارات
Y307883251,دور,3,5,540,1300000,شرق,المونسية,مؤسسة وسام المساكن العقارية
X341668579,فیلا,5,6,440,4200000,شمال,الربيع,مكتب غربي النخيل للعقارات
B089101864,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
X403241518,دور,3,4,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
S001619488,فیلا,5,3,359,2400000,غرب,المهدية,مكتب وسيط المسعد للعقارات
I403364540,دور,3,3,191,1000000,شرق,الرمال,شركة إثراء الأولى العقارية
B506920439,دور,4,3,390,1750000,شمال,النرجس,شركة إثراء الأولى العقارية
N608778655,شقة,4,3,144,1160000,شمال,النرجس,شركة إثراء الأولى العقارية
B603367921,شقة,3,3,113,950000,شمال,النرجس,مؤسسة ودود العقارية
T346946457,فیلا,5,4,400,3500000,غرب,المهدية,عبدالملك بن سليمان بن عبدالله اليوسف
W680818240,شقة,3,3,163,530000,جنوب,عكاظ,شركة نجمة التميز للعقارات
B081401018,فیلا,8,5,450,5400000,شمال,النرجس,شركة إثراء الأولى العقارية
Z104757533,فیلا,5,4,200,1300000,شرق,الجنادرية,شركة قمة الوطن العقارية
I514829571,شقة,3,3,3150,1365000,شمال,العارض,شركة رفاه العقارية
N703783545,فیلا,5,3,289,1470000,شرق,الجنادرية,شركة قمة الوطن العقارية
M205981905,شقة,3,2,150,1300000,شمال,الملقا,مكتب شريط للعقارات
E434840747,دور,3,1,187,1100000,شرق,الرمال,شركة إثراء الأولى العقارية
O493406065,استراحة,3,3,341,6000000,شرق,الرمال,مكتب تميز البلاد للخدمات العقارية
Y631740910,شقة,3,3,182,1900000,شمال,حطين,مكتب آعالي للخدمات العقارية
K600054376,شقة,4,5,216,1373000,شمال,العارض,مؤسسة وسام المساكن العقارية
N062087818,دور,3,4,140,949000,شرق,الرمال,شركة ترف للتطوير والاستثمار العقاري
D104698284,شقة,4,3,177,450000,جنوب,بدر,شركة نجمة التميز للعقارات
S904625500,دور,3,3,500,950000,غرب,شبرا,شركة نجمة التميز للعقارات
X564268706,شقة,5,3,128,550000,غرب,الزهرة,شركة نجمة التميز للعقارات
N958226528,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
U934146095,دور,4,4,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
O424839322,دور,4,4,214,1430000,شمال,العارض,مؤسسة منازل النرجس للتطوير العقاري
E940246066,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
E739553712,شقة,5,4,171,650000,غرب,طويق,مكتب عبدالرحمن عبدالله الهويمل للعقارات
R135067827,شقة,4,3,147,1300000,شمال,الملقا,شركة العمار العقارية
Z952751472,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
C013290657,دور,3,3,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
K018925967,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
C744104276,شقة,3,3,131,420000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
U958414783,شقة,4,3,190,1250000,شمال,النرجس,شركة رايات نجد للتطوير العقاري
G806519368,شقة,3,4,1155,1200000,شمال,العارض,شركة رايات نجد للتطوير العقاري
X627474393,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
A906369951,شقة,3,3,3150,1240000,شمال,العارض,شركة رفاه العقارية
E562543978,شقة,3,3,3150,1235000,شمال,العارض,شركة رفاه العقارية
W524274354,شقة,4,4,163,2100000,شمال,حطين,مكتب محترفون للعقارات
G861017665,شقة,3,3,146,1019000,شرق,الملك فيصل,شركة إثراء الأولى العقارية
Q645049391,شقة,2,2,144,1160000,شمال,النرجس,شركة إثراء الأولى العقارية
I885190007,عمارة,11,10,336,5300000,شمال,الورود,مكتب أحياء المدينة للخدمات العقارية
W778427702,دور,3,4,540,1450000,شرق,المونسية,مؤسسة وسام المساكن العقارية
C195758869,شقة,3,3,138,550000,غرب,السويدي,شركة نجمة التميز للعقارات
F454234640,شقة,3,3,152,530000,غرب,الحزم,شركة نجمة التميز للعقارات
D174760725,عمارة,4,3,137,680000,شرق,السعادة,شركة رحابة العقارية
N870116651,شقة,3,3,360,65000,شرق,قرطبة,مكتب عبدالله بن فيحان بن محمد العتيبي للعقارات
V626679123,فیلا,8,5,375,1250000,جنوب,الدار البيضاء,مسكنكم للخدمات العقارية
X835130619,دور,3,3,194,1100000,شرق,الخليج,مسكنكم للخدمات العقارية
C265882765,شقة,3,3,140,1420000,غرب,عرقة,شركة دياري للتطوير العقاري
M829436455,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
L536271756,شقة,3,4,124,765000,شرق,القادسية,سكن المعالي للعقارات
G744104276,شقة,3,3,131,420000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
V634968378,دور,5,4,196,1080000,شرق,الرمال,مسكنكم للخدمات العقارية
Q386219271,دور,2,2,193,769999,جنوب,الشفا,شركة مدى الاعصار العقارية
P766932871,شقة,3,3,126,950000,شمال,الملقا,مكتب شريط للعقارات
C369197703,شقة,3,3,123,630000,غرب,ظهرة لبن,شركة بنائات العقارية
C829436455,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
X565851689,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
U557985808,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
A952751472,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
Q892210637,شقة,3,2,93,6500000,شمال,العليا,صلة العقارية
B878460946,دور,8,6,250,860000,غرب,شبرا,شركة نجمة التميز للعقارات
E526674161,فیلا,3,4,360,1680000,شرق,المونسية,شركة مباشر للعقارات للتسويق العقاري
D345542154,شقة,3,3,140,1200000,شمال,الربيع,مكتب ركن المؤشر للعقارات
X917525072,فیلا,5,1,615,5800000,شمال,العقيق,مكتب زيد جندل زيد الجندل للعقارات
C449034362,دور,5,3,187,630000,جنوب,بدر,شركة حلول دارك العقارية
E837692382,دور,4,5,199,900000,شرق,القادسية,سكن المعالي للعقارات
O412344465,دور,4,5,222,1150000,شرق,القادسية,سكن المعالي للعقارات
A450630225,شقة,5,3,124,550000,غرب,الحزم,مكتب عبدالرحمن عبدالله الهويمل للعقارات
A444901493,شقة,3,3,135,1000000,شرق,قرطبة,مكتب آعالي للخدمات العقارية
W452425177,شقة,4,3,9100,705536,شرق,المونسية,مؤسسة منازل رائدة العقارية
W156497679,شقة,3,3,131,400000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
W704836619,دور,6,2,300,1160000,شرق,الجنادرية,شركة قمة الوطن العقارية
S899256299,دور,3,3,500,860000,غرب,الزهرة,شركة نجمة التميز للعقارات
O715245325,شقة,3,3,136,790000,غرب,المهدية,شركة بنائات العقارية
R850549264,شقة,3,3,177,450000,جنوب,بدر,شركة نجمة التميز للعقارات
D666336316,فیلا,5,8,382,6000000,شمال,السليمانية,مكتب ركن الافق للعقارات
H689471085,شقة,3,3,131,430000,جنوب,بدر,شركة نجمة التميز للعقارات
S819538263,شقة,3,3,140,950000,شمال,العارض,مؤسسة حلول الرياض للخدمات العقارية
F788880448,شقة,3,3,132,999000,شرق,الروضة,شركة رؤية التسويق العقاري
G402209423,فیلا,5,4,319,1150000,شرق,الرمال,مؤسسة بصمة الانجاز للخدمات العقارية
S882591894,شقة,3,3,146,1079000,شرق,الروضة,شركة رؤية التسويق العقاري
T839834296,فیلا,8,5,278,970000,جنوب,طيبة,مكتب العقد الذهبي للعقارات
P876087626,دور,4,3,250,860000,غرب,شبرا,شركة نجمة التميز للعقارات
A940246066,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
L890011961,دور,3,3,145,550000,جنوب,الدار البيضاء,شركة غيوم نجد للخدمات العقارية
J028136760,فیلا,10,5,268,2800000,شمال,النرجس,مؤسسة الحوراء للخدمات العقارية
X970177610,فیلا,9,7,600,6300000,شمال,النرجس,مكتب عبدالله البراك للعقارات
Q124606927,شقة,3,4,159,790000,شرق,القادسية,سكن المعالي للعقارات
A308173109,شقة,4,3,140,905000,شرق,القادسية,سكن المعالي للعقارات
Y437201426,دور,5,4,205,750000,شرق,الجنادرية,سكن المعالي للعقارات
Z584436597,دور,4,5,305,1450000,شرق,القادسية,سكن المعالي للعقارات
E616539307,شقة,4,3,140,770000,شرق,القادسية,سكن المعالي للعقارات
B218814020,دور,3,3,550,1250000,شمال,العارض,شركة قصر الرقي العقارية
Q544486555,دور,3,4,155,1650000,شرق,قرطبة,الأول للشركة المحدودة
R127010331,فیلا,5,5,275,4200000,شمال,الياسمين,شركة قصر الرقي العقارية
E444987673,دور,3,4,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
H764010377,دور,3,3,250,950000,غرب,شبرا,شركة نجمة التميز للعقارات
P813494093,شقة,3,3,157,1139000,شمال,النرجس,شركة رؤية التسويق العقاري
X492348743,دور,5,3,199,650000,جنوب,بدر,شركة حلول دارك العقارية
K975489499,فیلا,5,5,562,1800000,جنوب,بدر,شركة حلول دارك العقارية
S697226943,فیلا,5,3,151,620000,جنوب,الدار البيضاء,شركة حلول دارك العقارية
F893121520,شقة,3,3,147,1079000,شمال,النرجس,شركة رؤية التسويق العقاري
Q180780624,شقة,4,3,140,905000,شرق,القادسية,سكن المعالي للعقارات
S450036339,شقة,3,4,173,450000,جنوب,بدر,شركة غيوم نجد للخدمات العقارية
L075155414,استراحة,3,1,450,4500000,,بنبان,مكتب آعالي للخدمات العقارية
O525625941,فیلا,7,6,449,3500000,غرب,المهدية,مكتب دليل المسوقين للعقارات
K648420020,فیلا,5,7,595,3000000,شرق,المعيزلة,شركة قمة الوطن العقارية
D673704645,فیلا,4,5,432,3800000,شمال,العارض,مشاورات العقارية
D596221626,فیلا,5,5,580,15000000,شمال,العارض,مشاورات العقارية
E712374039,دور,3,3,184,630000,جنوب,عكاظ,شركة نجمة التميز للعقارات
O096664982,شقة,4,3,250,550000,غرب,الزهرة,شركة نجمة التميز للعقارات
E824489022,فیلا,4,5,370,2200000,غرب,المهدية,لمسة ترف العقارية
J853464113,شقة,3,3,157,1540000,شمال,الملقا,لمسة ترف العقارية
H980234855,فیلا,7,5,238,3500000,شرق,الروضة,مكتب عواض شعيفان المطيري للعقارات
Z364227129,فیلا,6,6,359,1800000,شرق,الجنادرية,شركة مدى الاعصار العقارية
I201441787,فیلا,6,5,616,5000000,شرق,الرمال,مكتب ركن هتان للعقارات
R909930328,دور,4,6,266,600000,جنوب,بدر,مكتب عبدالعزيز ياسين محمد العجلاني للخدمات العقارية
M530358577,فیلا,7,7,600,7000000,شمال,النرجس,مشاورات العقارية
K947512316,شقة,5,3,194,730000,غرب,العوالي,إسكان سلمان للتسويق العقاري
R290227775,شقة,4,4,206,730000,جنوب,عكاظ,إسكان سلمان للتسويق العقاري
L066807224,دور,6,4,227,780000,جنوب,العزيزية,إسكان سلمان للتسويق العقاري
X011560087,شقة,3,5,163,530000,جنوب,عكاظ,شركة نجمة التميز للعقارات
N546158860,دور,4,4,300,760000,جنوب,بدر,شركة نجمة التميز للعقارات
N420932691,دور,3,3,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
Y661799468,فیلا,3,4,300,1440000,غرب,الحزم,السليمان للعقارات
Q426993727,شقة,4,4,124,580000,غرب,السويدي,شركة نجمة التميز للعقارات
V840089178,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
G665595468,فیلا,4,5,3960,2799000,شرق,الروضة,شركة وكن للتطوير واالستثمار العقاري
T668552259,فیلا,5,3,504,4500000,شمال,العارض,مؤسسة المكعب الجديد العقارية
D894006154,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
S013898338,فیلا,4,4,375,1200000,جنوب,بدر,مشاورات العقارية
Z913066298,شقة,3,3,182,750000,غرب,لبن,مكتب آعالي للخدمات العقارية
U293474326,فیلا,4,8,240,22800000,شرق,الصفا,نقش للاستثمار
Z992564272,دور,3,3,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
N227283547,شقة,3,3,128,550000,غرب,الزهرة,شركة نجمة التميز للعقارات
N939565560,فیلا,6,4,250,1200000,شرق,النظيم,شركة قمة الوطن العقارية
Q684327464,شقة,3,3,893,590000,غرب,ظهرة لبن,شركة صروح السعودية للتطوير والاستثمار العقاري
U983403593,شقة,3,4,189,1250000,شمال,العارض,شركة أكتال العقارية
W291282205,شقة,3,3,132,430000,جنوب,بدر,شركة نجمة التميز للعقارات
V038403949,فیلا,5,5,800,3500000,شمال,مخطط الخير,شركة نهر للعقارات
K395176046,دور,4,4,126,1560000,شمال,العليا,شركة مباشر للعقارات للتسويق العقاري
G808313478,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
V185821518,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
I399666533,شقة,3,3,1530,850000,شرق,اليرموك,سكن المعالي للعقارات
J266872780,دور,3,3,131,1300000,شرق,المونسية,سكن المعالي للعقارات
O195374530,فیلا,6,5,909,6600000,شمال,العليا,وليد
I455424304,شقة,4,3,147,550000,غرب,طويق,مؤسسة منازل رائدة العقارية
Z128591552,فیلا,4,4,900,1750000,شمال,النزهة,اللحيدان للعقارات
J597372662,دور,4,3,179,540000,جنوب,بدر,التشييد الراقي للتطوير العقاري
D215878541,دور,4,3,171,680000,غرب,الحزم,التشييد الراقي للتطوير العقاري
S663365085,فیلا,7,6,1680,27000000,شمال,المغرزات,منازل نجد العقارية
B456593550,دور,5,3,201,630000,جنوب,بدر,شركة حلول دارك العقارية
W916822852,فیلا,8,4,636,700000,جنوب,بدر,شركة حلول دارك العقارية
O868944545,فیلا,3,5,217,2100000,شمال,النفل,مؤسسة بارج للتطوير العقاري
L010741269,شقة,3,3,140,650000,غرب,السويدي,شركة نجمة التميز للعقارات
T764102320,فیلا,1,3,420,2000000,شمال,مخطط الخير,شركة نهر للعقارات
L611019102,شقة,3,3,135,1009000,شمال,النرجس,شركة رؤية التسويق العقاري
L798902323,دور,3,4,195,1850000,شرق,قرطبة,سكن المعالي للعقارات
O280010367,شقة,4,3,900,520000,جنوب,بدر,شركة غيوم نجد للخدمات العقارية
Y588343737,شقة,3,4,900,520000,جنوب,بدر,شركة غيوم نجد للخدمات العقارية
F654941294,شقة,3,2,132,1500000,شمال,العارض,شركة أسوار العقار للعقارات
Q371587538,فیلا,10,6,455,2200000,شرق,الخليج,مؤسسة الحوراء للخدمات العقارية
H900111264,شقة,3,3,3001,770000,شرق,القادسية,شركة مطور للتطوير العقاري
C914349973,دور,4,5,621,1750000,شرق,المونسية,سكن المعالي للعقارات
Z315311204,فیلا,7,7,600,5000000,شرق,اليرموك,مكتب ريم الوادي للعقارات
I745427816,دور,3,3,249,750000,غرب,طويق,شركة نجمة التميز للعقارات
I358001263,فیلا,3,2,173,1030000,شرق,الرمال,شركة قمة الوطن العقارية
R629003588,شقة,3,3,184,650000,غرب,طويق,شركة نجمة التميز للعقارات
I176248817,فیلا,6,4,307,2100000,شرق,الرمال,شركة قمة الوطن العقارية
P586170162,دور,4,5,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
V899256299,دور,3,3,500,860000,غرب,الزهرة,شركة نجمة التميز للعقارات
S557985808,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
C895960467,شقة,4,3,149,430000,جنوب,بدر,شركة نجمة التميز للعقارات
T689471085,شقة,3,3,131,430000,جنوب,بدر,شركة نجمة التميز للعقارات
F957890749,شقة,3,4,124,580000,غرب,السويدي,شركة نجمة التميز للعقارات
O077961289,دور,3,3,193,980000,شرق,القادسية,سكن المعالي للعقارات
C587521909,فیلا,6,6,351,4600000,شمال,النرجس,مكتب عبدالله البراك للعقارات
M940711499,دور,5,3,123,925000,شرق,السعادة,مسكنكم للخدمات العقارية
Y272555791,فیلا,5,6,274,1500000,شرق,الرمال,شركة أسس المسكن للعقارات
U055859805,شقة,3,3,160,1280000,شرق,قرطبة,مؤسسة وسام المساكن العقارية
G531950070,شقة,3,2,341,600000,شرق,الرمال,مكتب تميز البلاد للخدمات العقارية
W769989295,شقة,3,3,139,1109000,شمال,النرجس,شركة رؤية التسويق العقاري
V182548114,دور,3,3,145,550000,جنوب,الدار البيضاء,شركة غيوم نجد للخدمات العقارية
N124389146,دور,4,5,193,800000,غرب,طويق,شركة نجمة التميز للعقارات
J899256299,دور,3,3,500,860000,غرب,الزهرة,شركة نجمة التميز للعقارات
W924307046,شقة,3,3,173,450000,جنوب,بدر,شركة نجمة التميز للعقارات
Z435811083,شقة,5,3,130,720000,غرب,ظهرة لبن,شركة بنائات العقارية
E488111650,دور,3,4,250,860000,غرب,شبرا,شركة نجمة التميز للعقارات
F557985808,دور,4,4,214,760000,جنوب,بدر,شركة نجمة التميز للعقارات
E600046048,فیلا,4,4,164,570000,جنوب,بدر,إسكان سلمان للتسويق العقاري
B177844719,دور,5,6,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
E333956278,شقة,4,5,900,930000,غرب,ظهرة لبن,شركة بنائات العقارية
Q046601429,دور,2,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
Y895552792,دور,3,4,360,900000,شرق,قرطبة,شركة مدى الاعصار العقارية
S464052926,فیلا,3,4,371,3700000,شمال,الياسمين,شركة مدى الاعصار العقارية
F839497510,شقة,3,4,139,1019000,شمال,النرجس,شركة رؤية التسويق العقاري
M306634679,شقة,3,4,101,1090000,شرق,الروضة,شركة رؤية التسويق العقاري
F236719868,شقة,3,3,163,540000,جنوب,عكاظ,شركة نجمة التميز للعقارات
T567044536,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
R690169535,شقة,3,3,131,420000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
S642738876,شقة,3,3,131,420000,جنوب,الدار البيضاء,شركة نجمة التميز للعقارات
N644746608,دور,6,3,224,1250000,شرق,الرمال,مؤسسة الفا البواني العقارية
T588343737,شقة,3,4,900,520000,جنوب,بدر,شركة غيوم نجد للخدمات العقارية
K952751472,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
K148954850,دور,3,3,194,800000,غرب,طويق,شركة نجمة التميز للعقارات
C281283121,فیلا,5,4,400,3000000,غرب,المهدية,مكتب دليل المهدية للعقارات
L958226528,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
X958226528,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
C457999136,شقة,3,3,157,1199000,شمال,النرجس,شركة رؤية التسويق العقاري
C642024082,شقة,3,3,130,1030000,شرق,قرطبة,مؤسسة وسام المساكن العقارية
D891635711,دور,5,4,800,980000,غرب,العوالي,سمو المملكة للخدمات العقارية
Z912619538,دور,5,4,177,1000000,شرق,السعادة,مساكن ركاز للعقارات
Z800742693,فیلا,9,6,334,1800000,شرق,الفيحاء,مساكن ركاز للعقارات
G223629612,فیلا,6,5,400,1300000,وسط،غرب,العريجاء الوسطى,مشاورات العقارية
T280372438,فیلا,5,6,540,11000000,شمال,النرجس,مكتب علي صالح الجردان للعقارات
C708014829,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
I317869755,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
J850156512,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
X008182627,دور,4,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
R800845206,دور,3,4,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
A447820498,دور,3,3,250,860000,غرب,شبرا,شركة نجمة التميز للعقارات
F819342994,فیلا,7,4,319,1150000,شرق,الرمال,مؤسسة بصمة الانجاز للخدمات العقارية
R061122259,فیلا,11,11,367,1000000,جنوب,الدار البيضاء,مكتب الاحمدي للعقارات
B778746259,شقة,3,3,135,700000,غرب,ظهرة لبن,شركة بنائات العقارية
A336007772,عمارة,11,11,810,5500000,شرق,غرناطة,شركة الوديان العربيه للتطوير العقاري
Z360408682,عمارة,11,11,150,1500000,غرب,المعذر,شركة الوديان العربيه للتطوير العقاري
V245920485,شقة,3,3,233,1079000,شرق,الملك فيصل,شركة رؤية التسويق العقاري
M940509531,فیلا,4,3,260,880000,جنوب,احد,شركة نجمة التميز للعقارات
D336199093,دور,3,3,500,950000,غرب,شبرا,شركة نجمة التميز للعقارات
I565851689,دور,3,3,500,800000,غرب,شبرا,شركة نجمة التميز للعقارات
S529428301,دور,3,5,203,1250000,شرق,القادسية,سكن المعالي للعقارات
N558809298,شقة,4,3,136,790000,غرب,المهدية,شركة بنائات العقارية
S829562460,شقة,4,3,137,820000,غرب,المهدية,شركة بنائات العقارية
T829436455,دور,3,3,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
T403241518,دور,3,4,500,860000,غرب,شبرا,شركة نجمة التميز للعقارات
